"PC1" "PC2" "PC3"
"Sample1" 11.27507503074 -114.124200816189 22.1447592003462
"Sample2" 85.541505678404 -125.975713409765 -33.6402180710619
"Sample3" 7.78117647280167 -65.8844964144086 5.87050576105208
"Sample4" 29.1932064740426 -205.706832272699 -36.8405463039918
"Sample5" 4.52362421235595 -110.701518675667 -2.35905688524742
"Sample6" 207.741512367064 156.288806201649 354.592178443518
"Sample7" 72.6912751388341 -72.505495756803 48.9071452864958
"Sample8" -57.4514253930245 -10.2918446491564 28.3303901618171
"Sample9" 28.5639068167814 -92.3764597815824 10.7933697569828
"Sample10" 61.4321804099167 -96.3784360019498 4.14569304801309
"Sample11" -222.543554717877 139.937766467481 8.42625269220918
"Sample12" 88.5483450335212 -252.965393032704 -91.7485799876767
"Sample13" 365.126019217755 141.659534788264 475.883585219563
"Sample14" 318.730342231053 124.067993398299 420.950156796636
"Sample15" 365.655735179304 163.338908545876 426.231612635542
"Sample16" 219.959424672148 35.6684177636073 294.453693828323
"Sample17" 18.9864515151482 -86.6500912343285 47.8011707449959
"Sample18" 63.4417820775931 -69.3097890963707 33.1503690333917
"Sample19" 51.1482344240427 -74.1294261644144 29.4412936146755
"Sample20" 414.964611677209 321.176860102646 -238.855546951732
"Sample21" 480.245527402418 378.189607930609 -243.227233979689
"Sample22" 54.5633204243395 -212.112587314987 -78.2092333908726
"Sample23" -10.4949850884328 -66.1191562715762 -8.34684215016226
"Sample24" 241.617257104041 95.2664432190113 106.805069146937
"Sample25" 124.59485938983 -104.525964723935 -9.35746661006979
"Sample26" 308.710298626579 143.301685897991 -39.5486423685157
"Sample27" 163.963314051354 56.3451577596336 -18.2805477428359
"Sample28" 423.671280850159 328.003476471779 -228.846536002419
"Sample29" 443.537397065352 233.480560892292 493.4946157644
"Sample30" 96.437070822156 -31.5741347126305 17.3082362179707
"Sample31" 58.5140155587986 -43.0958992664301 -0.850395433500277
"Sample32" 240.715655392694 29.6439181559132 -203.511114906637
"Sample33" 167.370051030667 -10.5069281979764 121.357771513891
"Sample34" 77.3329459023604 -114.743121900496 -49.8719316819542
"Sample35" 2.2429698305596 -61.3521741065026 27.1776893562502
"Sample36" 230.729296286216 167.531091650254 401.823890216523
"Sample37" 319.5744608002 174.664078442459 494.084094821639
"Sample38" 513.788344725189 406.563607399017 -255.981076056897
"Sample39" 509.300179342013 403.787036904858 -256.781878966048
"Sample40" 58.2855322331136 -47.8924864295622 32.710109191258
"Sample41" 178.406192034633 11.5762815817487 -212.236162392431
"Sample42" -13.3302450249392 -114.465847443417 -19.6070932818393
"Sample43" 136.601565719329 -47.8625752730222 129.391533522022
"Sample44" 303.936834540173 159.678505506856 47.8487327588577
"Sample45" 59.6560333321529 -65.1358950145214 -6.69465554376191
"Sample46" 26.9515895113592 -267.180687691304 -120.234878704381
"Sample47" 5.82892755387159 -189.912764210874 -70.2745220199854
"Sample48" 38.7021344443615 -93.7019101157861 50.4970036363438
"Sample49" 54.9099185075349 -56.3168370795496 37.2146946048355
"Sample50" 42.9377737616673 -77.7642061034851 53.1452563322425
"Sample51" 107.266105268121 -41.4379436396668 -65.838665525981
"Sample52" 116.05995077333 -10.5080380955715 16.076733310069
"Sample53" -10.02507402844 -13.9894567298046 2.19794494720541
