"PC1" "PC2" "PC3"
"Sample1" 5.91868491484502 -102.805645040242 29.3392930488496
"Sample2" -86.6413650159009 -141.002360306072 -16.9088754865104
"Sample3" -8.03498703201519 -81.2563187390794 16.4881423703037
"Sample4" -12.2876879837458 -189.852469642299 -66.1366615285962
"Sample5" 0.526261229942947 -120.869181402087 -11.9561082310259
"Sample6" -238.397007341898 166.826973446953 377.674070673097
"Sample7" -78.9343885050095 -82.374558153188 43.8352414127689
"Sample8" 61.5567900077075 -6.48087433192794 5.92004981323794
"Sample9" -28.5624920992525 -116.257316710627 12.8166030549633
"Sample10" -42.1537165310802 -111.395644947797 -6.13433030783807
"Sample11" 206.716302368801 157.138295145678 11.3924964591551
"Sample12" -65.2420069532094 -267.375575257582 -75.8467364727582
"Sample13" -368.435021628487 142.003268507706 492.096891330696
"Sample14" -320.027124987753 125.011145608192 437.369840778809
"Sample15" -379.316244993459 174.719208230016 444.71122960685
"Sample16" -253.988986949821 66.1075706149032 331.352358161745
"Sample17" -18.1037473334329 -98.9978112442737 41.7626565287553
"Sample18" -66.2546339242765 -86.0319396579798 42.9622102388101
"Sample19" -36.3966511916259 -79.4959778489096 19.0775729075897
"Sample20" -448.114864931732 320.527001762641 -265.226972688169
"Sample21" -493.212610382773 359.37522759653 -283.481033080838
"Sample22" -50.1607239796952 -207.115363715613 -53.8071155131037
"Sample23" -12.9297688688415 -62.566000464739 8.71774968475978
"Sample24" -248.439590708646 53.7584623020783 96.0840803603068
"Sample25" -103.029011605414 -124.207899692384 -20.1503616567076
"Sample26" -330.893396031162 132.590617613845 -16.9795697837552
"Sample27" -172.37520476678 49.6761087641909 -18.9679413018426
"Sample28" -433.411645422733 309.529634902156 -237.997428199128
"Sample29" -451.327371143161 230.180180180924 507.663681422414
"Sample30" -91.8874648898861 -62.8858398111992 21.2752846594098
"Sample31" -64.1545548436892 -70.9385377382262 17.3064887826371
"Sample32" -261.461302296575 14.2780791598204 -159.434800328745
"Sample33" -175.411124375144 -43.733953776132 121.73451553575
"Sample34" -71.4173790227086 -136.248501216531 -24.2201110874653
"Sample35" 11.5360423777486 -62.5259345753033 24.9357296030756
"Sample36" -267.093979017445 171.316033381814 431.745432437513
"Sample37" -337.79707901943 184.956285662347 512.689323007998
"Sample38" -529.715400839633 388.505593401373 -299.068740744134
"Sample39" -525.289103686029 385.752819224707 -299.626881424873
"Sample40" -62.5968220077435 -69.9539681322743 31.0997516997831
"Sample41" -198.41468044323 0.654864881438274 -168.969909853215
"Sample42" 11.3658800544701 -137.106830997292 -23.7261402756335
"Sample43" -112.449214855751 -71.7203899432446 110.594380743655
"Sample44" -320.602534026263 164.176549879791 21.8836855114187
"Sample45" -53.9380782976574 -73.3681507750639 -5.17723226456424
"Sample46" -20.923656855056 -259.879863997017 -90.8693544463137
"Sample47" -7.52020943354156 -208.77210908149 -55.073968278708
"Sample48" -31.1964193046053 -85.7670933921173 41.6557565627032
"Sample49" -57.5694419436412 -67.8043905004687 41.6762138922241
"Sample50" -30.5502117411018 -77.1843405954357 48.1130808712352
"Sample51" -100.522681604365 -59.5150187018897 -80.7339497670077
"Sample52" -124.388306774822 3.36627021476397 20.1184095290033
"Sample53" 1.45830181233349 -38.7536565040561 20.0252871895713
"Sample54" 10.2550316809737 -51.7433963773727 -3.65830650212933
"Sample55" -45.9717828584158 -107.48832055954 36.2859228487552
"Sample56" 67.7217416569001 -37.730652715085 17.32013446134
"Sample57" 70.5660355821719 -45.589027923753 -4.50970806818904
"Sample58" -318.273330251201 121.363053614277 386.642485009658
"Sample59" -309.946057811968 126.863874049291 384.05723953802
"Sample60" -26.7641023647983 -125.311157748229 -2.9656060020876
"Sample61" -34.2352095491047 -132.600109468348 -2.42389906633293
"Sample62" 229.386216028506 147.399205202426 10.1461289805612
"Sample63" 149.968896757279 89.4644874156276 -0.57742082564592
"Sample64" 136.462486578773 64.0355470942382 -27.9939641306286
"Sample65" 233.286790592255 148.807288541068 7.73547280614185
"Sample66" 219.886452105969 146.430989685461 0.782600847903756
"Sample67" 212.7856665067 127.716092700552 5.41510428526065
"Sample68" 199.444685323647 125.961546214122 13.8425808397697
"Sample69" 198.316803894004 125.261223252263 9.87412788501603
"Sample70" 196.671885239658 121.505695380419 12.1022359269457
"Sample71" 182.74029378691 114.770915294246 15.736413265278
"Sample72" 207.399781611704 128.976606911118 -10.4533875614946
"Sample73" 217.227506636418 118.25661913458 -7.26641026695172
"Sample74" 230.315299927447 133.890089754339 10.9937876056678
"Sample75" 210.696552889384 137.775440032782 -0.167823821710512
"Sample76" 214.045667651148 145.655126828003 -6.82733245972378
"Sample77" 203.888353000899 131.339829158392 -10.5370206571498
"Sample78" 207.914416856389 141.547911200263 -6.40901912509138
"Sample79" 224.546632634467 133.755027970261 -4.91078316383934
"Sample80" 216.125317332822 141.248140709061 -15.5387225571421
"Sample81" 205.333601574199 128.602158495278 12.1466552332416
"Sample82" 181.102379179857 80.472313070076 4.16534571142791
"Sample83" 212.885456702613 132.390139662028 12.3757312234973
"Sample84" 206.457790795235 105.505807863509 -2.85336895978685
"Sample85" 147.231729183994 121.350381691344 73.1237271588805
"Sample86" 138.919031898058 70.2389031655363 14.4557197140076
"Sample87" 181.342236056968 90.6805657952252 2.88355657430688
"Sample88" 193.783321174526 138.347085613343 34.2609170927817
"Sample89" 222.848426450599 147.580944187608 28.2565060371492
"Sample90" 155.751294066735 101.607469725667 15.7685957141627
"Sample91" 197.471497911372 125.362937179654 -19.6649880916832
"Sample92" 207.307114721591 125.196414912084 7.45798110892458
"Sample93" 219.346255662028 133.827583581392 2.31270079502277
"Sample94" 225.591353318325 141.748250811587 -10.0873564648193
"Sample95" 198.782588132883 127.598727105576 -3.96475418843333
"Sample96" 201.717387945549 142.971060586733 -1.35306839978034
"Sample97" 202.496764908159 128.758327084944 -4.07143166009723
"Sample98" 162.811549199598 98.706326066826 1.47814850899505
"Sample99" 151.561266135628 101.031900508658 14.3744498828416
"Sample100" 144.189683816316 116.803253046502 32.0505384123336
