"PC1" "PC2" "PC3"
"Sample1" 13.2803161644437 -102.074211738938 40.924038241109
"Sample2" 81.8469743271174 -138.445581960397 -17.4221648717873
"Sample3" 4.53234571136187 -63.9811737621037 29.0876628132654
"Sample4" 38.9748841002925 -186.171701075594 -5.40732019908857
"Sample5" 3.10318878470484 -117.018544691439 -7.24424176756537
"Sample6" 189.424459579091 168.117037224723 257.360183466156
"Sample7" 60.7362380808991 -63.076722911817 61.0608776165071
"Sample8" -59.5988926818269 -18.6983924010458 9.78396448258921
"Sample9" 33.1471632058701 -94.5761701052254 35.3785099814518
"Sample10" 44.6007154727292 -115.868876746323 27.834112614676
"Sample11" -202.845430078372 140.641452758712 16.7529488506232
"Sample12" 73.3916367732108 -227.625742539322 -26.2338937428709
"Sample13" 355.754532448599 154.02086622833 366.685196921467
"Sample14" 304.543416974363 133.079024764127 317.473087689604
"Sample15" 355.863975762172 174.645118503295 323.966149730923
"Sample16" 221.833031110497 59.1863143674256 253.328413913322
"Sample17" 11.793794779344 -77.9660327876491 99.5622597172918
"Sample18" 43.3503151059135 -67.1810821046496 59.001629098412
"Sample19" 42.3750863574883 -82.4445358583516 54.8137036445721
"Sample20" 403.858436884398 302.602864530496 -212.586836224195
"Sample21" 472.962920880614 359.272225874554 -220.680052083995
"Sample22" 38.6675029966452 -214.806482122149 -155.324023390753
"Sample23" 19.3429777604155 -52.7203969623111 11.7623714353568
"Sample24" 223.437077997711 64.3949259179611 88.0205347231283
"Sample25" 119.708757461356 -112.694400736506 -13.0100724552691
"Sample26" 295.88804524886 138.330643968645 -2.61304577943089
"Sample27" 154.792972984585 64.8490045537629 2.86633096506024
"Sample28" 402.05602773917 296.273714708358 -164.649029763544
"Sample29" 437.085959818373 247.756010499474 380.384334775662
"Sample30" 78.6996801980603 -45.9776729795622 36.546079473893
"Sample31" 43.4671057864926 -53.9791876330143 11.730728107698
"Sample32" 236.945581734539 49.8384860904339 -193.4931974908
"Sample33" 154.205831573148 -16.5651030653954 105.508299716821
"Sample34" 64.1795013686894 -121.205038924079 -13.2114180303233
"Sample35" -5.69276325579625 -58.843606713523 48.377321020326
"Sample36" 222.689109899666 182.171164034641 307.66971767876
"Sample37" 307.309350571041 189.823422499745 379.548024481082
"Sample38" 500.412879151493 381.045674208992 -229.040811098141
"Sample39" 496.31958583449 378.267966443176 -229.393538988899
