"PC1" "PC2" "PC3"
"Sample1" -3.39307792815917 106.378612676466 -65.1376120827187
"Sample2" -69.3650640065988 137.874014609961 -31.1674198052533
"Sample3" -5.69921752077863 67.1649589115121 -24.9891571726126
"Sample4" -13.1010841712858 184.960287487087 -70.3663143157393
"Sample5" -8.7285823230242 128.684678935082 21.5042782220601
"Sample6" -253.797055233698 -165.236532240348 -246.710332432081
"Sample7" -74.4520711244686 77.1318279463776 -65.5971544666612
"Sample8" 47.4616194796716 20.2318116581032 -2.34498036900614
"Sample9" -20.376597756857 87.5196727098265 -39.5351103333378
"Sample10" -58.923290333598 116.444545572565 -57.4281263209697
"Sample11" 207.947650437032 -153.034513011178 -9.02301109935503
"Sample12" -52.029756747247 259.358922964728 -91.2199724589121
"Sample13" -392.380415014251 -139.096994941599 -298.575733938351
"Sample14" -343.970447868122 -124.597600446137 -256.332445588833
"Sample15" -396.248506160307 -160.74034860402 -259.992524216298
"Sample16" -240.007544240618 -41.0962267300089 -200.154554756371
"Sample17" -14.4269742375946 89.7792393798726 -98.032499073533
"Sample18" -62.7413662636492 83.8369841629572 -63.4445863105874
"Sample19" -43.4399715303554 68.2635538581825 -64.9558080153886
"Sample20" -430.013070778398 -307.411261138523 205.51301994019
"Sample21" -496.041156550116 -358.107498995862 215.18570038719
"Sample22" -38.4969504485509 217.340641839795 232.020732008905
"Sample23" 21.3588375984375 44.2392368827416 -18.3606741485577
"Sample24" -240.26659747815 -75.0500114051856 -79.5684446846835
"Sample25" -111.67665469913 110.864840590009 8.92395475513022
"Sample26" -324.732401743194 -145.589113177351 7.94832061535494
"Sample27" -160.131350832732 -67.934610392161 -30.4254909467279
"Sample28" -438.643168005532 -310.054619717293 167.868163413222
"Sample29" -474.188976287765 -225.55368362186 -295.511902189813
"Sample30" -97.403207887465 43.4685268412147 -63.1653137266041
"Sample31" -54.2552709864644 47.1360598843634 -28.2210797583128
"Sample32" -227.020636835254 -26.3431392144447 60.349019312014
"Sample33" -172.899302734369 43.1489399252413 -76.5020117243004
"Sample34" -64.3184186751588 104.514812640035 -14.1425713301427
"Sample35" -1.06905736819816 61.8609419886586 -57.3536253551356
"Sample36" -265.809478425278 -172.263177411883 -252.464831608605
"Sample37" -359.098041932676 -172.828425449015 -317.358752118218
"Sample38" -533.394478038383 -387.902875649863 231.327719147948
"Sample39" -528.891675221709 -385.385694665408 230.729117244591
"Sample40" -71.3212871756372 69.6221967110555 -7.47474028880707
"Sample41" -164.968587758382 -14.2230729052285 77.5284696252721
"Sample42" 14.8453034263359 135.038912158362 59.6397740353036
"Sample43" -116.823317396234 81.8442007127878 -107.758643165567
"Sample44" -326.173113787101 -150.774889557971 6.29271945433333
"Sample45" -59.2816664185407 81.3788773811368 -1.70328659457721
"Sample46" -5.91627278121103 267.390545466876 344.84179541717
"Sample47" 3.8441558661229 205.485938640045 279.867713237559
"Sample48" -40.5665862905842 70.9358472715402 -72.6528066916825
"Sample49" -66.5014699731802 65.7346906027487 -65.2719535006656
"Sample50" -54.9334806025924 93.0830932953018 -91.4220094409602
"Sample51" -106.109177187781 55.2647844928087 77.5172500494802
"Sample52" -114.651536068109 -9.82714766864184 -59.7826314729524
"Sample53" 13.9491310018257 14.8211760226471 -28.2477632398906
"Sample54" 16.1218975392759 52.4667718579062 -33.1989508638839
"Sample55" -43.8645875384249 108.58223454536 -31.5591661656238
"Sample56" 46.6750523177072 44.0180879420383 -37.3214612580638
"Sample57" 57.5519284491274 54.900382055928 -12.6163341308013
"Sample58" -316.596904869168 -99.0777632643714 -230.58094513624
"Sample59" -308.696621684296 -104.958721304922 -226.486172720567
"Sample60" -23.3252836256525 119.188705544021 -29.3904521576672
"Sample61" -31.0006664850953 126.415793629469 -31.0749500095173
"Sample62" 229.781236858982 -145.250636689607 -32.7910550994629
"Sample63" 138.760424515675 -70.886400869315 -3.69616979663452
"Sample64" 133.056633089418 -60.7608837742129 27.5859490207695
"Sample65" 234.119057293288 -147.510923666969 -29.2778372331119
"Sample66" 220.212932686704 -145.688747021377 -17.1778346204119
"Sample67" 205.809557392716 -125.853654668929 -13.1705209831028
"Sample68" 195.905330725166 -124.599025542967 -26.7660273696232
"Sample69" 197.888543224668 -124.406358394734 -17.8474955910418
"Sample70" 191.559288200389 -117.312117442516 -7.45843042050628
"Sample71" 178.429482405666 -114.240651418791 -18.412703946822
"Sample72" 215.409789274223 -133.867086793542 8.35844308029159
"Sample73" 216.963334377696 -118.108490395967 1.38116829722902
"Sample74" 226.868203907123 -130.789776636435 -19.5724898137278
"Sample75" 212.151605366454 -133.962469116718 -14.6595457737343
"Sample76" 220.844430579431 -144.021514923086 -11.6015565173346
"Sample77" 203.193854902574 -137.552535883514 -5.65110534312788
"Sample78" 203.757666693691 -140.151126194949 -19.6708010799744
"Sample79" 216.958421197807 -133.159459019395 -19.2983179072846
"Sample80" 208.452693065285 -137.872062768137 -1.08004632996652
"Sample81" 206.624625988222 -130.384529440809 -32.3600813182789
"Sample82" 181.88565325599 -84.844751162343 -33.0721217616922
"Sample83" 206.245802271154 -127.974470814537 -26.2317843620978
"Sample84" 206.937550074625 -107.602531495311 -7.26864339690596
"Sample85" 143.613813109592 -120.960368322669 -72.1920873623429
"Sample86" 125.475690275285 -71.3908761166829 -5.97408016755516
"Sample87" 175.168552298451 -89.7611061137139 -19.1217135214211
"Sample88" 189.215347714596 -138.28872658903 -58.2627500567331
"Sample89" 219.032106410307 -147.346982301536 -54.0970443866948
"Sample90" 149.173158134125 -106.210587399059 -9.59308559096771
"Sample91" 192.158322791126 -123.980352991835 8.33024958800175
"Sample92" 207.761197897551 -124.717548038178 -0.559123825309847
"Sample93" 215.446023480343 -130.424384903236 -15.2123549587814
"Sample94" 227.905242496154 -147.801034565136 -17.24512259877
"Sample95" 193.871238626772 -130.319718241529 -4.04679386464776
"Sample96" 195.934078105537 -135.858117890545 -11.8155967790051
"Sample97" 199.814732917037 -124.787624873414 -0.106457703672375
"Sample98" 174.8544330602 -113.740679347836 -21.4759758183439
"Sample99" 137.273210792212 -86.4479667723456 -31.0986694716372
"Sample100" 135.63038650526 -117.437221329709 -18.6560935076709
