"PC1" "PC2" "PC3"
"Sample1" 0.692310116256987 -84.1520387575525 54.0866770996521
"Sample2" -79.4694086709862 -112.577165850931 -22.4106290462598
"Sample3" -5.38841538010284 -81.2263298462418 -10.2981377644765
"Sample4" -21.7405101650467 -157.374216204463 -17.1809849133759
"Sample5" 3.79291861754553 -91.0579582970032 -2.14788202815918
"Sample6" -253.431269771629 174.447656766946 363.727919975888
"Sample7" -63.4883569828937 -71.2728539088287 24.9937651254758
"Sample8" 51.2918894929235 -28.0287153352307 1.59779117612361
"Sample9" -25.1096723100191 -114.976495780919 -17.8853750705111
"Sample10" -42.6857861980887 -115.990627704203 -17.3457316786635
"Sample11" 204.030406558016 151.382928281784 23.9625077244391
"Sample12" -65.8974236769181 -209.06603992153 -29.1050585750946
"Sample13" -368.780904248305 119.292175947618 476.008262009208
"Sample14" -369.288614285961 139.687295174999 428.067011381809
"Sample15" -370.562450210976 142.048108483516 424.26501802443
"Sample16" -252.636176759726 78.4140432884066 333.179288614296
"Sample17" -10.0788654272649 -104.764592894881 32.7901931005668
"Sample18" -53.2842849915179 -96.5743439974636 6.39366272922632
"Sample19" -50.334210092962 -109.33066842467 10.5727402439736
"Sample20" -406.807955896127 292.47569220412 -255.351571901461
"Sample21" -473.519754247802 345.973316180043 -257.552851416005
"Sample22" -46.4726112351489 -198.944274186326 -85.759714540467
"Sample23" -8.04020014235672 -57.9846121338316 -3.54072605354943
"Sample24" -204.446037935796 23.8632929412927 67.8213314310929
"Sample25" -107.505349521358 -109.714433541278 -1.94791602907268
"Sample26" -314.11853814362 160.213223757544 -9.99983551313696
"Sample27" -165.947210306473 51.4966304009416 -39.1564787079884
"Sample28" -457.886955130466 320.425732213005 -212.738801931466
"Sample29" -452.772653696309 210.272268380606 490.840481767578
"Sample30" -82.1747605255412 -49.5725296539041 -1.30236917909729
"Sample31" -58.442120896626 -78.2372081592433 -26.6278398091078
"Sample32" -233.053072505586 81.5067453133738 -128.99390843297
"Sample33" -159.300764483241 -33.0281379100755 80.0723827760422
"Sample34" -68.3250692070242 -95.2333247619495 -43.9711913790155
"Sample35" -4.49070228851307 -78.3414039171673 12.8405246479463
"Sample36" -281.368124608767 177.324556012748 401.964737236913
"Sample37" -379.26694562022 180.195174635704 498.132758380213
"Sample38" -511.437674950754 377.671057898678 -272.303473546752
